Object_Name,chr,start,end,log2FoldChange,pvalue,Alu,Alu_chr,Alu_start,Alu_end
SNTA1,20,33407957,33443763,1.69923043373915,0.0012747209825883,AluJb,chr20,33405523,33405660
SNTA1,20,33407957,33443763,1.69923043373915,0.0012747209825883,AluSx1,chr20,33405660,33405962
SNTA1,20,33407957,33443763,1.69923043373915,0.0012747209825883,AluJb,chr20,33405962,33406123
SNTA1,20,33407957,33443763,1.69923043373915,0.0012747209825883,AluSx,chr20,33406322,33406488
SNTA1,20,33407957,33443763,1.69923043373915,0.0012747209825883,AluSx,chr20,33406492,33406803
SNTA1,20,33407957,33443763,1.69923043373915,0.0012747209825883,AluSx1,chr20,33406893,33407145
PSMD10,X,108084207,108091549,1.04779643798973,0.015641508569997,AluSx1,chrX,108083048,108083328
NALCN,13,101053776,101416508,1.67949197078163,0.0027472665232791,AluY,chr13,101052600,101052910
GABPB1,15,50275389,50355408,1.0255588427235,0.0027010959498041,AluJb,chr15,50270806,50271108
GABPB1,15,50275389,50355408,1.0255588427235,0.0027010959498041,AluSq,chr15,50272156,50272469
GABPB1,15,50275389,50355408,1.0255588427235,0.0027010959498041,AluSp,chr15,50272772,50273068
GABPB1,15,50275389,50355408,1.0255588427235,0.0027010959498041,AluSz,chr15,50274114,50274399
UBXN8,8,30729131,30767006,1.57392106969023,0.0054226704446241,FLAM_C,chr8,30724090,30724229
UBXN8,8,30729131,30767006,1.57392106969023,0.0054226704446241,AluSx,chr8,30724544,30724826
UBXN8,8,30729131,30767006,1.57392106969023,0.0054226704446241,FLAM_C,chr8,30725160,30725290
UBXN8,8,30729131,30767006,1.57392106969023,0.0054226704446241,AluSg,chr8,30725303,30725569
UBXN8,8,30729131,30767006,1.57392106969023,0.0054226704446241,AluSx,chr8,30725600,30725903
UBXN8,8,30729131,30767006,1.57392106969023,0.0054226704446241,AluJr,chr8,30726480,30726781
UBXN8,8,30729131,30767006,1.57392106969023,0.0054226704446241,FRAM,chr8,30728258,30728426
UBXN8,8,30729131,30767006,1.57392106969023,0.0054226704446241,AluJr,chr8,30728474,30728580
CRX,19,47819779,47843330,1.15880214701813,0.0117094190329339,AluSq2,chr19,47814802,47815092
CRX,19,47819779,47843330,1.15880214701813,0.0117094190329339,AluSg,chr19,47815163,47815451
CRX,19,47819779,47843330,1.15880214701813,0.0117094190329339,AluJb,chr19,47815527,47815835
CRX,19,47819779,47843330,1.15880214701813,0.0117094190329339,AluSz6,chr19,47816043,47816367
CRX,19,47819779,47843330,1.15880214701813,0.0117094190329339,AluJr,chr19,47816418,47816528
CRX,19,47819779,47843330,1.15880214701813,0.0117094190329339,AluY,chr19,47816529,47816831
SEPTIN4,17,58520250,58544368,2.33408896566703,3.20398047050969e-06,AluY,chr17,58519308,58519581
SEPTIN4,17,58520250,58544368,2.33408896566703,3.20398047050969e-06,AluY,chr17,58519636,58519861
DHX58,17,42101404,42112714,1.28702370849007,0.0001561839386408,AluSx1,chr17,42099909,42100213
DHX58,17,42101404,42112714,1.28702370849007,0.0001561839386408,AluJb,chr17,42100230,42100534
DHX58,17,42101404,42112714,1.28702370849007,0.0001561839386408,AluSx1,chr17,42100538,42100827
DHX58,17,42101404,42112714,1.28702370849007,0.0001561839386408,AluSq,chr17,42101022,42101330
OAS3,12,112938051,112976460,1.94596476392069,2.2566767140467996e-12,AluSx1,chr12,112933605,112933901
OAS3,12,112938051,112976460,1.94596476392069,2.2566767140467996e-12,AluSx,chr12,112934164,112934459
OAS3,12,112938051,112976460,1.94596476392069,2.2566767140467996e-12,AluSq2,chr12,112935125,112935410
OAS2,12,112978395,113011723,1.14338968431546,1.58161122109668e-05,AluSz,chr12,112974418,112974721
OAS2,12,112978395,113011723,1.14338968431546,1.58161122109668e-05,AluJb,chr12,112975891,112976171
OAS2,12,112978395,113011723,1.14338968431546,1.58161122109668e-05,AluJb,chr12,112976457,112976770
FANCE,6,35452338,35467104,1.59205133159045,0.001454148834481,AluJb,chr6,35447749,35448040
FANCE,6,35452338,35467104,1.59205133159045,0.001454148834481,AluJb,chr6,35448562,35448870
FANCE,6,35452338,35467104,1.59205133159045,0.001454148834481,AluSq,chr6,35448870,35449169
FANCE,6,35452338,35467104,1.59205133159045,0.001454148834481,AluSx,chr6,35449179,35449481
SLC16A10,6,111087503,111231194,1.17208763229912,0.0041981136793061,AluSp,chr6,111082245,111082555
SLC16A10,6,111087503,111231194,1.17208763229912,0.0041981136793061,AluSq2,chr6,111082555,111082849
SLC16A10,6,111087503,111231194,1.17208763229912,0.0041981136793061,AluSz,chr6,111083691,111083994
SLC16A10,6,111087503,111231194,1.17208763229912,0.0041981136793061,AluYh3,chr6,111083995,111084084
SLC16A10,6,111087503,111231194,1.17208763229912,0.0041981136793061,AluSx3,chr6,111084084,111084220
SLC16A10,6,111087503,111231194,1.17208763229912,0.0041981136793061,AluSc,chr6,111084457,111084750
SLC16A10,6,111087503,111231194,1.17208763229912,0.0041981136793061,AluJr,chr6,111084972,111085005
SLC16A10,6,111087503,111231194,1.17208763229912,0.0041981136793061,FLAM_C,chr6,111085010,111085129
SLC16A10,6,111087503,111231194,1.17208763229912,0.0041981136793061,AluSz,chr6,111085275,111085571
OTOF,2,26457203,26558756,2.51502586998696,0.0001523820457238,AluSx1,chr2,26452256,26452522
IFIH1,2,162267074,162318684,1.09680671959329,0.0001826236630594,AluY,chr2,162262688,162262987
IFIH1,2,162267074,162318684,1.09680671959329,0.0001826236630594,AluSx1,chr2,162264870,162265162
C2orf42,2,70149885,70248615,1.05062652336629,0.0297541024468741,AluSx,chr2,70145476,70145774
C2orf42,2,70149885,70248615,1.05062652336629,0.0297541024468741,AluSc,chr2,70146712,70147019
C2orf42,2,70149885,70248615,1.05062652336629,0.0297541024468741,AluSx3,chr2,70147608,70147925
DHCR24,1,54849627,54887195,1.18615356595349,0.0139133879324656,AluJo,chr1,54844656,54844954
DHCR24,1,54849627,54887195,1.18615356595349,0.0139133879324656,AluSz6,chr1,54844959,54845262
DHCR24,1,54849627,54887195,1.18615356595349,0.0139133879324656,AluJr,chr1,54848784,54849015
ICMT,1,6221193,6235972,1.34911811199002,0.0014930442557341,AluSc8,chr1,6216560,6216866
ICMT,1,6221193,6235972,1.34911811199002,0.0014930442557341,AluJb,chr1,6216866,6217164
ICMT,1,6221193,6235972,1.34911811199002,0.0014930442557341,AluSx1,chr1,6219489,6219793
ICMT,1,6221193,6235972,1.34911811199002,0.0014930442557341,AluSp,chr1,6219797,6220097
FBXO6,1,11664200,11674354,1.29575559956219,0.0162652097571969,AluSp,chr1,11659105,11659407
FBXO6,1,11664200,11674354,1.29575559956219,0.0162652097571969,AluJr,chr1,11659521,11659795
FBXO6,1,11664200,11674354,1.29575559956219,0.0162652097571969,AluSx,chr1,11660154,11660458
FBXO6,1,11664200,11674354,1.29575559956219,0.0162652097571969,AluJo,chr1,11660780,11661082
FBXO6,1,11664200,11674354,1.29575559956219,0.0162652097571969,AluY,chr1,11662944,11663256
FBXO6,1,11664200,11674354,1.29575559956219,0.0162652097571969,AluSz6,chr1,11663666,11663947
RPE65,1,68428822,68449954,1.5713218135011,0.0422181231685499,AluSx1,chr1,68426059,68426371
SDHB,1,17018664,17054032,1.04544363141857,0.0002610886940473,AluJb,chr1,17014404,17014737
SDHB,1,17018664,17054032,1.04544363141857,0.0002610886940473,FRAM,chr1,17015227,17015388
SDHB,1,17018664,17054032,1.04544363141857,0.0002610886940473,AluSz,chr1,17015727,17016012
SDHB,1,17018664,17054032,1.04544363141857,0.0002610886940473,AluY,chr1,17016725,17017028
SDHB,1,17018664,17054032,1.04544363141857,0.0002610886940473,AluY,chr1,17017108,17017332
SDHB,1,17018664,17054032,1.04544363141857,0.0002610886940473,AluJr,chr1,17017437,17017527
SDHB,1,17018664,17054032,1.04544363141857,0.0002610886940473,AluJb,chr1,17017542,17017766
SDHB,1,17018664,17054032,1.04544363141857,0.0002610886940473,AluSz,chr1,17017860,17018168
POLR1G,19,45406644,45410737,1.01015356871072,0.0029453361345127,AluJr4,chr19,45401817,45401949
POLR1G,19,45406644,45410737,1.01015356871072,0.0029453361345127,FLAM_C,chr19,45402245,45402378
FILIP1,6,75291859,75493800,1.61284519604601,0.009948209726337,AluSx3,chr6,75288411,75288670
FILIP1,6,75291859,75493800,1.61284519604601,0.009948209726337,AluSx1,chr6,75288964,75289276
FILIP1,6,75291859,75493800,1.61284519604601,0.009948209726337,AluSc8,chr6,75289522,75289822
TJP2,9,69121264,69274615,1.09535906779859,0.0042447011972728,AluYm1,chr9,69116195,69116501
TJP2,9,69121264,69274615,1.09535906779859,0.0042447011972728,AluSz6,chr9,69116643,69116757
TJP2,9,69121264,69274615,1.09535906779859,0.0042447011972728,AluSg,chr9,69116757,69117059
TJP2,9,69121264,69274615,1.09535906779859,0.0042447011972728,AluSz6,chr9,69117059,69117175
TJP2,9,69121264,69274615,1.09535906779859,0.0042447011972728,AluSx,chr9,69117214,69117513
TJP2,9,69121264,69274615,1.09535906779859,0.0042447011972728,AluSg7,chr9,69117685,69118021
TJP2,9,69121264,69274615,1.09535906779859,0.0042447011972728,AluSg,chr9,69118339,69118633
TJP2,9,69121264,69274615,1.09535906779859,0.0042447011972728,AluSz,chr9,69118808,69119111
TJP2,9,69121264,69274615,1.09535906779859,0.0042447011972728,AluY,chr9,69119121,69119434
TJP2,9,69121264,69274615,1.09535906779859,0.0042447011972728,AluSq2,chr9,69120042,69120345
IFIT3,10,89327307,89377473,2.13795120679172,3.1389452346158904e-19,AluSx1,chr10,89327268,89327579
IFIT2,10,89283694,89309271,1.39877894905826,1.40520708924211e-13,AluSp,chr10,89282355,89282670
CUTC,10,99702558,99756134,1.31779451047273,0.0010044528216836,AluSx1,chr10,99699568,99699865
CUTC,10,99702558,99756134,1.31779451047273,0.0010044528216836,AluSz,chr10,99701290,99701587
CUTC,10,99702558,99756134,1.31779451047273,0.0010044528216836,AluSx1,chr10,99701766,99702063
SMAD9,13,36844831,36920887,1.7446699025708,0.007409483901472,AluSz6,chr13,36841224,36841521
SMAD9,13,36844831,36920887,1.7446699025708,0.007409483901472,AluSx1,chr13,36842546,36842862
SMAD9,13,36844831,36920887,1.7446699025708,0.007409483901472,AluYb8,chr13,36843366,36843433
TNFSF10,3,172505508,172523475,1.14973855059531,1.21609070465558e-12,AluJb,chr3,172502368,172502661
TNFSF10,3,172505508,172523475,1.14973855059531,1.21609070465558e-12,AluSg7,chr3,172503937,172504228
TNFSF10,3,172505508,172523475,1.14973855059531,1.21609070465558e-12,AluYf1,chr3,172504674,172504976
TNFSF10,3,172505508,172523475,1.14973855059531,1.21609070465558e-12,AluSx,chr3,172505008,172505307
TNFAIP6,2,151357592,151380046,1.18636283314361,4.72299170001978e-06,FLAM_A,chr2,151352541,151352664
TNFAIP6,2,151357592,151380046,1.18636283314361,4.72299170001978e-06,AluSp,chr2,151353611,151353907
TNFAIP6,2,151357592,151380046,1.18636283314361,4.72299170001978e-06,AluJo,chr2,151354582,151354756
TNFAIP6,2,151357592,151380046,1.18636283314361,4.72299170001978e-06,AluSg,chr2,151355099,151355396
IFI6,1,27666064,27672212,1.95834148146408,6.19518622993379e-18,AluSx,chr1,27661936,27662206
IFI6,1,27666064,27672212,1.95834148146408,6.19518622993379e-18,AluJb,chr1,27662207,27662366
IFI6,1,27666064,27672212,1.95834148146408,6.19518622993379e-18,AluSx1,chr1,27663634,27663825
IFI6,1,27666064,27672212,1.95834148146408,6.19518622993379e-18,AluSz,chr1,27664089,27664398
IFI6,1,27666064,27672212,1.95834148146408,6.19518622993379e-18,AluSx1,chr1,27664518,27664811
FGFRL1,4,1009936,1026898,1.21642571935004,0.0336239843030449,AluY,chr4,1005842,1006128
FGFRL1,4,1009936,1026898,1.21642571935004,0.0336239843030449,AluSx4,chr4,1006128,1006422
FGFRL1,4,1009936,1026898,1.21642571935004,0.0336239843030449,AluSx,chr4,1006611,1006858
FGFRL1,4,1009936,1026898,1.21642571935004,0.0336239843030449,AluSx,chr4,1007184,1007473
FGFRL1,4,1009936,1026898,1.21642571935004,0.0336239843030449,AluSx1,chr4,1007923,1008152
FGFRL1,4,1009936,1026898,1.21642571935004,0.0336239843030449,AluJb,chr4,1008362,1008649
TWSG1,18,9334767,9402420,1.35236509719412,0.0194772215013144,AluJb,chr18,9331464,9331771
TWSG1,18,9334767,9402420,1.35236509719412,0.0194772215013144,AluSx3,chr18,9332300,9332603
TWSG1,18,9334767,9402420,1.35236509719412,0.0194772215013144,AluJr,chr18,9333546,9333844
USP6,17,5116032,5175034,1.07321203990556,0.013420228878443,AluY,chr17,5112440,5112732
USP6,17,5116032,5175034,1.07321203990556,0.013420228878443,AluSx1,chr17,5112770,5112983
USP6,17,5116032,5175034,1.07321203990556,0.013420228878443,AluSx1,chr17,5114547,5114852
USP6,17,5116032,5175034,1.07321203990556,0.013420228878443,AluSx1,chr17,5115269,5115556
IDO1,8,39902275,39928790,1.89101483200958,0.0033371939190944,AluSq2,chr8,39897333,39897684
IDO1,8,39902275,39928790,1.89101483200958,0.0033371939190944,AluSx3,chr8,39897990,39898234
IDO1,8,39902275,39928790,1.89101483200958,0.0033371939190944,AluSx,chr8,39899181,39899456
IDO1,8,39902275,39928790,1.89101483200958,0.0033371939190944,AluSp,chr8,39899828,39900135
IDO1,8,39902275,39928790,1.89101483200958,0.0033371939190944,AluSq2,chr8,39901500,39901783
FBXO44,1,11654375,11663327,1.05699687317099,0.0150478402476595,AluSx,chr1,11651704,11651997
FBXO44,1,11654375,11663327,1.05699687317099,0.0150478402476595,FLAM_C,chr1,11652001,11652126
LARGE1,22,33162226,33922841,1.81549689703476,0.007507326450351,AluY,chr22,33159583,33159885
KRBA1,7,149714781,149734575,1.3319412241887,0.0397692061481991,AluSx,chr7,149709861,149710172
KRBA1,7,149714781,149734575,1.3319412241887,0.0397692061481991,AluY,chr7,149710176,149710472
KRBA1,7,149714781,149734575,1.3319412241887,0.0397692061481991,AluSp,chr7,149710636,149710935
KRBA1,7,149714781,149734575,1.3319412241887,0.0397692061481991,AluJb,chr7,149712453,149712757
CCNB1,5,69167135,69178245,2.0631097154403,0.0075553530554128,AluSp,chr5,69161889,69162154
CCNB1,5,69167135,69178245,2.0631097154403,0.0075553530554128,AluSz,chr5,69162666,69162966
CCNB1,5,69167135,69178245,2.0631097154403,0.0075553530554128,AluJb,chr5,69162966,69163263
CCNB1,5,69167135,69178245,2.0631097154403,0.0075553530554128,AluJb,chr5,69163554,69163673
CCNB1,5,69167135,69178245,2.0631097154403,0.0075553530554128,AluSx4,chr5,69163722,69164026
CCNB1,5,69167135,69178245,2.0631097154403,0.0075553530554128,AluJr4,chr5,69164069,69164312
CCNB1,5,69167135,69178245,2.0631097154403,0.0075553530554128,AluY,chr5,69164636,69164946
CCNB1,5,69167135,69178245,2.0631097154403,0.0075553530554128,AluYb8,chr5,69165174,69165233
CCNB1,5,69167135,69178245,2.0631097154403,0.0075553530554128,AluY,chr5,69165482,69165784
CMPK2,2,6840570,6866635,1.78527602911747,7.82312644232986e-06,AluSx1,chr2,6837591,6837819
CMPK2,2,6840570,6866635,1.78527602911747,7.82312644232986e-06,AluJb,chr2,6837850,6838133
OASL,12,121017763,121039246,1.67511928748789,3.82274443897036e-07,AluSc,chr12,121012570,121012874
OASL,12,121017763,121039246,1.67511928748789,3.82274443897036e-07,AluSx1,chr12,121014045,121014344
OASL,12,121017763,121039246,1.67511928748789,3.82274443897036e-07,AluSq2,chr12,121014346,121014661
OASL,12,121017763,121039246,1.67511928748789,3.82274443897036e-07,AluJb,chr12,121014698,121014974
OASL,12,121017763,121039246,1.67511928748789,3.82274443897036e-07,AluSg,chr12,121017024,121017323
OASL,12,121017763,121039246,1.67511928748789,3.82274443897036e-07,AluSg,chr12,121017336,121017475
RAPGEF5,7,22118236,22357154,1.23741143711348,0.0063361154454499,AluJo,chr7,22113841,22113974
RAPGEF5,7,22118236,22357154,1.23741143711348,0.0063361154454499,AluJo,chr7,22114011,22114166
RAPGEF5,7,22118236,22357154,1.23741143711348,0.0063361154454499,AluJb,chr7,22115333,22115648
RTP4,3,187368385,187372076,1.08640951409144,0.0096677785184802,AluSq2,chr3,187365654,187365968
VPS45,1,150067279,150145329,1.02593883689436,0.0020632877641897,AluSq2,chr1,150062701,150063013
VPS45,1,150067279,150145329,1.02593883689436,0.0020632877641897,AluSx1,chr1,150063169,150063464
VPS45,1,150067279,150145329,1.02593883689436,0.0020632877641897,AluJr,chr1,150064364,150064668
VPS45,1,150067279,150145329,1.02593883689436,0.0020632877641897,AluJb,chr1,150065090,150065373
TOR1B,9,129803157,129811281,1.2888477368137,0.0001364964796047,AluSx1,chr9,129798336,129798616
TOR1B,9,129803157,129811281,1.2888477368137,0.0001364964796047,AluSc8,chr9,129798625,129798920
TOR1B,9,129803157,129811281,1.2888477368137,0.0001364964796047,AluSz,chr9,129800098,129800245
TOR1B,9,129803157,129811281,1.2888477368137,0.0001364964796047,AluSg,chr9,129800245,129800537
TOR1B,9,129803157,129811281,1.2888477368137,0.0001364964796047,AluSz,chr9,129800537,129800704
TOR1B,9,129803157,129811281,1.2888477368137,0.0001364964796047,AluSx,chr9,129800734,129801042
TOR1B,9,129803157,129811281,1.2888477368137,0.0001364964796047,AluSx1,chr9,129801929,129802223
TOR1B,9,129803157,129811281,1.2888477368137,0.0001364964796047,AluY,chr9,129802243,129802552
TOR1B,9,129803157,129811281,1.2888477368137,0.0001364964796047,AluSq2,chr9,129802556,129802853
