Ensembl_ID,log2FoldChange,pvalue,Object_name,chr,start,end
ENSG00000171649.12,-1.1251063757416,0.0478180490414063,ZIK1,19,57578456,57593890
ENSG00000171860.5,1.22291823482979,0.0013660412106239,C3AR1,12,8056844,8066359
ENSG00000172382.10,1.01992214044624,0.0274901355808513,PRSS27,16,2712419,2720551
ENSG00000172638.13,1.86252218812601,0.015281546582929,EFEMP2,11,65866441,65873592
ENSG00000172830.13,-1.3133718102795,0.0063464547194452,SSH3,11,67303478,67312607
ENSG00000173166.18,1.17316612262776,0.0252621192925272,RAPH1,2,203394345,203535335
ENSG00000173275.13,-1.74093895739184,0.0018152580981869,ZNF449,X,135344796,135363413
ENSG00000173295.9,1.1157439741715,0.0211750479619657,FAM86B3P,8,8228605,8237275
ENSG00000173366.11,2.21857540709448,0.0037268547327377,FAM86B3P,3,52221081,52231190
ENSG00000173626.10,1.65417344518957,0.0068661247550272,TRAPPC3L,6,116494989,116545684
ENSG00000173917.11,1.12339248451283,0.0224674961903677,HOXB2,17,48540894,48545109
ENSG00000174365.21,-1.30115621766008,0.0359548284267165,SNHG11,20,38446343,38450940
ENSG00000174898.16,2.13563055933813,0.0231491948355233,CATSPERD,19,5720637,5778734
ENSG00000175183.10,-1.1967127025325,0.012702553811103,CSRP2,12,76858709,76879023
ENSG00000175854.15,-1.2423255643724,0.0101775196482031,SWI5,9,128275379,128316123
ENSG00000176046.9,1.43737321034248,0.026588538689358,NUPR1,16,28532708,28539008
ENSG00000176731.12,1.00743325275287,0.0032187414833863,RBIS,8,85214048,85220421
ENSG00000177042.16,-1.00418316047452,0.0026665693215003,TMEM80,11,695591,705028
ENSG00000177181.15,2.13554742200304,0.0251016975197206,RIMKLA,1,42380792,42424232
ENSG00000177406.5,1.48715278947433,0.0001536055316898,NINJ2-AS1,12,630858,664196
ENSG00000177409.12,1.12422315857401,1.95174390208115e-08,SAMD9L,7,93130056,93148385
ENSG00000177426.22,1.18802221849203,0.0118913868644173,TGIF1,18,3411608,3459978
ENSG00000177873.14,-1.57996749232654,0.0016271851971597,ZNF619,3,40477113,40491053
ENSG00000179031.8,1.39612409710085,0.0242187561462842,NSA2P3,X,100910712,100911489
ENSG00000179044.16,2.41772920610178,0.0218922292699134,EXOC3L1,16,67184379,67190185
ENSG00000179082.3,1.36577192052965,0.026402395147987,LINC02913,9,129321016,129324905
ENSG00000179151.13,1.58490596770977,0.0005457238181677,EDC3,15,74630558,74696292
ENSG00000179542.16,1.01123295991605,0.0159522774596699,SLITRK4,X,143622790,143636101
ENSG00000179958.10,-1.36382370716674,9.56050187547062e-05,DCTPP1,16,30423615,30430030
ENSG00000180316.13,1.6106601915723,0.0058662703837592,PNPLA1,6,36243203,36313955
ENSG00000180479.14,-1.38770059955493,0.0347561448406809,ZNF571,19,37554782,37594792
ENSG00000181045.15,-1.28909598212951,0.0036795113888207,SLC26A11,17,80219699,80253500
ENSG00000181359.5,1.77248854614923,0.0037846797974195,HSP90AA6P,4,170581470,170605450
ENSG00000181396.13,-1.05156871105201,0.0115391543461134,OGFOD3,17,82389210,82418637
ENSG00000181915.5,1.05505827967104,0.0027764473433695,ADO,10,62804720,62808479
ENSG00000182580.3,3.07183237769358,0.0003462825426982,EPHB3,3,184561785,184582408
ENSG00000182809.11,-1.03280122423834,0.0132313695196005,CRIP2,14,105472962,105480162
ENSG00000182810.7,1.38644139021411,0.000419369316448,DDX28,16,68020916,68023232
ENSG00000182985.18,1.42084003559763,0.0014377034291301,CADM1,11,115169218,115504957
ENSG00000183148.7,-1.4316909655724,0.0401884696593943,ANKRD20A2P,9,40223397,40292345
ENSG00000183527.12,1.17204266019444,0.0201601900939836,PSMG1,21,39174769,39183488
ENSG00000183562.3,1.93428540186901,0.0397673334306427,"lncRNA:novel transcript, antisense to NAP1L4",11,2989863,2991344
ENSG00000183935.5,1.9073784114167,0.0046126388575604,HTR7P1,12,13000420,13004830
ENSG00000184005.11,1.04875673819395,0.0346562329870529,ST6GALNAC3,1,76074746,76634603
ENSG00000184220.12,1.39015498773136,0.0066073937539258,CMSS1,3,99817837,100181732
ENSG00000184979.10,1.13465187668336,0.0291898115041896,USP18,22,18150118,18177397
ENSG00000185052.13,1.58273974948055,0.0304642650260985,SLC24A3,20,19212642,19722926
ENSG00000185065.6,1.17146051197928,0.0388503576256069,UFD1-AS1,22,19447893,19450105
ENSG00000185485.14,-1.23356466869844,0.00028289524673,SDHAP1,3,195963335,195990258
ENSG00000185507.21,1.09721938872179,0.0009169365171274,IRF7,11,612553,615983
ENSG00000185745.10,2.62217231712416,1.33068800583084e-16,IFIT1,10,89392546,89406487
ENSG00000185942.13,1.0956274077021,0.0023516418442208,NKAIN3,8,62248591,63014000
ENSG00000186026.7,1.45570462447213,0.0061337714852168,ZNF284,19,44072159,44089613
ENSG00000186162.11,-1.19305210752557,0.0005371211040959,CIDECP1,3,10017490,10023747
ENSG00000186665.10,1.35403483651126,0.0388236901904473,C17orf58,17,67991099,67996469
ENSG00000186710.12,1.88408452527312,0.0158793398289907,CFAP73,12,113149724,113159276
ENSG00000187533.14,1.63147384851746,0.0144167591862441,PRR27,4,70133616,70176799
ENSG00000187589.8,1.68935609251011,0.0219960884024962,TERF1P2,18,14377546,14378757
ENSG00000187608.10,2.2775378120915,1.71963421647729e-14,ISG15,1,1001138,1014540
ENSG00000187792.5,1.39277642163861,0.0069547161880802,ZNF70,22,23738682,23751112
ENSG00000188290.11,1.26202633791397,0.0248071686123863,HES4,1,998962,1000172
ENSG00000188313.13,1.09779923908121,0.0001010797084866,PLSCR1,3,146515180,146544856
ENSG00000188582.10,1.1418891149238,0.0092526830366482,PAQR9,3,142949164,142963674
ENSG00000196141.14,1.1662461136883,0.0031017723207416,SPATS2L,2,200305881,200482264
ENSG00000196188.12,-1.65543587809714,0.0207991169000946,CTSE,1,206008535,206023909
ENSG00000196267.14,-1.23272730100027,0.0001090228905949,ZNF836,19,52153864,52171643
ENSG00000196517.13,-1.40646861237546,0.0089301856757657,SLC6A9,1,43991500,44031467
ENSG00000196620.10,-2.77585739360753,0.0077823337612832,UGT2B15,4,68646597,68670652
ENSG00000196689.13,1.35124041289817,0.0283850248802951,TRPV1,17,3565444,3609411
ENSG00000197037.11,1.17804864885286,0.0087740073624581,ZSCAN25,7,99616946,99632408
ENSG00000197134.13,1.19450034017078,0.0183558212138581,ZNF257,19,22052430,22091480
ENSG00000197483.10,-1.28213091679205,0.0400974766903647,ZNF628,19,55476617,55484487
ENSG00000197635.11,-1.02339374006775,0.0186811673863565,DPP4,2,161992245,162074394
ENSG00000197813.6,1.02505729723187,0.0426609913365281,lncRNA:novel transcript,19,49331525,49340303
ENSG00000197822.12,1.04530954329331,0.0454032873329946,OCLN,5,69492292,69558104
ENSG00000197882.3,-2.29692072640481,0.0289992837278731,OR7E13P,11,86832540,86833449
ENSG00000198237.8,1.07373486175736,0.0369758571081385,GUSBP13,5,69875271,69920867
ENSG00000198324.14,1.55330487112568,0.0050197676296841,PHETA1,12,111360651,111369121
ENSG00000198538.11,-1.53006012942521,0.0015562417802277,ZNF28,19,52797408,52857600
ENSG00000198756.12,1.63546912524015,0.0115626108026112,COLGALT2,1,183929854,184037729
ENSG00000198934.5,1.72179586420054,0.0049238099414983,MAGEE1,X,76427710,76431342
ENSG00000199530.1,-1.5940931587198,0.0136186231649766,Y_RNA,4,82944738,82944845
ENSG00000199753.1,1.94245063685892,0.0454887948450427,SNORD104,17,64146083,64146152
ENSG00000200183.1,-1.81286349557008,0.0169639586877998,RNU6-238P,12,50656973,50657078
ENSG00000200211.1,1.29213401844358,0.0192535560327867,RNY4P27,13,95336106,95336201
ENSG00000203761.5,1.37147197393921,0.039972832008515,MSTO2P,1,155745829,155750137
ENSG00000204315.4,1.81554585494768,0.0304691740642577,FKBPL,6,32128707,32130288
ENSG00000204991.11,1.1840579668795,0.0008497437236342,SPIRE2,16,89818179,89871319
ENSG00000205269.6,-1.12458027863901,0.0020615508982621,TMEM170B,6,11537749,11583524
ENSG00000205643.11,-1.18636806778505,0.0396708183412474,CDPF1,22,46244011,46250311
ENSG00000206356.5,1.07722376289252,0.0134540094003211,CDPF1,5,99522311,99525462
ENSG00000206384.11,2.14848243880801,0.0008032681780428,COL6A6,3,130517177,130677044
